"","fieldsite","Age","ageclass","Gender","CTL","C6_prev_6","C6_prev_11","C6_prev_12","C6_prev_13","C6_prev_14","C6_prev_15","R4_relig_spirit","PO1_gen_1","PO1_gen_2","threat","R1_comm_risk_1","R1_comm_risk_2","R1_comm_risk_3","R1_comm_risk_4","Vaccinated","WaxWilling","HandWash","HandDisinfect","StayHome","Antibact","MaskFreq","AvoidPublic","Stockup","AltRem","CoverCough","SocDist","selfthreat","famthreat","commthreat","countrythreat","Threat","PO_social","PO_econ","CTL_c","AGE_c","threat_c","selfthreat_c","famthreat_c","commthreat_c","countrythreat_c","religious","spiritual","non_relig"
"89","BZ",22,"18-29","2",18,4,NA,NA,NA,NA,NA,1,6,6,14,3,3,4,4,1,NA,7,7,4,4,7,4,1,1,7,5,3,3,4,4,14,6,6,-4.28172588832487,-20.2639593908629,-3.44670050761421,-1.21065989847716,-1.31725888324873,-0.365482233502538,-0.553299492385787,1,0,0
"90","BZ",35,"30-39","1",27,5,NA,NA,NA,NA,NA,3,7,7,17,4,4,5,4,1,NA,5,5,6,4,6,5,6,6,5,5,4,4,5,4,17,7,7,4.71827411167513,-7.26395939086294,-0.446700507614214,-0.210659898477157,-0.317258883248731,0.634517766497462,-0.553299492385787,0,0,1
"91","BZ",24,"18-29","2",25,6,NA,NA,NA,NA,NA,1,6,5,19,4,5,5,5,0,7,7,7,6,6,6,6,6,6,7,6,4,5,5,5,19,6,5,2.71827411167513,-18.2639593908629,1.55329949238579,-0.210659898477157,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"92","BZ",34,"30-39","1",29,7,NA,NA,NA,NA,NA,1,5,6,20,5,5,5,5,1,NA,7,7,7,7,7,7,5,3,1,7,5,5,5,5,20,5,6,6.71827411167513,-8.26395939086294,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"93","BZ",25,"18-29","2",18,4,NA,NA,NA,NA,NA,1,4,4,17,5,4,3,5,1,NA,5,7,6,6,7,4,6,1,6,7,5,4,3,5,17,4,4,-4.28172588832487,-17.2639593908629,-0.446700507614214,0.789340101522843,-0.317258883248731,-1.36548223350254,0.446700507614213,1,0,0
"94","BZ",39,"30-39","2",20,7,NA,NA,NA,NA,NA,2,1,2,16,4,4,4,4,1,NA,7,7,4,7,7,7,7,7,7,7,4,4,4,4,16,1,2,-2.28172588832487,-3.26395939086294,-1.44670050761421,-0.210659898477157,-0.317258883248731,-0.365482233502538,-0.553299492385787,0,1,0
"95","BZ",22,"18-29","1",29,7,NA,NA,NA,NA,NA,2,1,3,20,5,5,5,5,1,NA,7,7,7,7,7,7,1,1,7,7,5,5,5,5,20,1,3,6.71827411167513,-20.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"96","BZ",38,"30-39","2",16,6,NA,NA,NA,NA,NA,1,4,4,16,4,4,4,4,1,NA,7,7,4,6,7,6,5,3,7,6,4,4,4,4,16,4,4,-6.28172588832487,-4.26395939086294,-1.44670050761421,-0.210659898477157,-0.317258883248731,-0.365482233502538,-0.553299492385787,1,0,0
"97","BZ",34,"30-39","2",16,7,NA,NA,NA,NA,NA,2,2,5,16,4,4,4,4,1,NA,7,7,5,1,7,7,1,1,7,7,4,4,4,4,16,2,5,-6.28172588832487,-8.26395939086294,-1.44670050761421,-0.210659898477157,-0.317258883248731,-0.365482233502538,-0.553299492385787,0,1,0
"98","BZ",28,"18-29","1",28,4,NA,NA,NA,NA,NA,2,5,3,18,4,5,4,5,1,NA,7,6,6,7,7,4,7,5,4,7,4,5,4,5,18,5,3,5.71827411167513,-14.2639593908629,0.553299492385786,-0.210659898477157,0.682741116751269,-0.365482233502538,0.446700507614213,0,1,0
"99","BZ",35,"30-39","2",23,7,NA,NA,NA,NA,NA,2,8,8,14,2,3,4,5,0,7,7,7,7,7,7,7,3,1,7,7,2,3,4,5,14,8,8,0.718274111675125,-7.26395939086294,-3.44670050761421,-2.21065989847716,-1.31725888324873,-0.365482233502538,0.446700507614213,0,1,0
"100","BZ",25,"18-29","2",27,6,NA,NA,NA,NA,NA,1,1,1,15,3,4,4,4,1,NA,7,7,3,7,7,6,1,1,7,7,3,4,4,4,15,1,1,4.71827411167513,-17.2639593908629,-2.44670050761421,-1.21065989847716,-0.317258883248731,-0.365482233502538,-0.553299492385787,1,0,0
"101","BZ",48,"40-49","1",25,6,NA,NA,NA,NA,NA,1,7,7,19,4,5,5,5,1,NA,7,7,1,6,7,6,6,1,7,6,4,5,5,5,19,7,7,2.71827411167513,5.73604060913706,1.55329949238579,-0.210659898477157,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"102","BZ",57,"50-64","1",20,6,NA,NA,NA,NA,NA,2,6,2,8,2,2,2,2,1,NA,6,6,3,1,6,6,6,1,6,6,2,2,2,2,8,6,2,-2.28172588832487,14.7360406091371,-9.44670050761421,-2.21065989847716,-2.31725888324873,-2.36548223350254,-2.55329949238579,0,1,0
"103","BZ",26,"18-29","2",20,7,NA,NA,NA,NA,NA,2,4,4,20,5,5,5,5,0,4,4,7,7,7,1,7,7,6,7,7,5,5,5,5,20,4,4,-2.28172588832487,-16.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"104","BZ",62,"50-64","1",15,1,NA,NA,NA,NA,NA,3,3,3,20,5,5,5,5,1,NA,7,7,5,1,5,1,3,1,6,6,5,5,5,5,20,3,3,-7.28172588832487,19.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,0,1
"105","BZ",42,"40-49","1",21,7,NA,NA,NA,NA,NA,1,6,6,14,3,3,4,4,1,NA,6,7,7,7,7,7,6,6,7,7,3,3,4,4,14,6,6,-1.28172588832487,-0.263959390862944,-3.44670050761421,-1.21065989847716,-1.31725888324873,-0.365482233502538,-0.553299492385787,1,0,0
"106","BZ",34,"30-39","1",21,1,NA,NA,NA,NA,NA,2,6,2,8,2,2,2,2,0,4,7,7,3,7,4,1,3,3,1,1,2,2,2,2,8,6,2,-1.28172588832487,-8.26395939086294,-9.44670050761421,-2.21065989847716,-2.31725888324873,-2.36548223350254,-2.55329949238579,0,1,0
"107","BZ",31,"30-39","1",23,7,NA,NA,NA,NA,NA,1,5,5,20,5,5,5,5,0,7,7,7,6,7,7,7,2,3,7,7,5,5,5,5,20,5,5,0.718274111675125,-11.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"108","BZ",59,"50-64","2",23,7,NA,NA,NA,NA,NA,1,6,6,20,5,5,5,5,1,NA,7,7,7,7,7,7,1,2,7,7,5,5,5,5,20,6,6,0.718274111675125,16.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"109","BZ",25,"18-29","2",23,6,NA,NA,NA,NA,NA,2,3,4,20,5,5,5,5,0,7,7,7,6,7,7,6,4,1,7,7,5,5,5,5,20,3,4,0.718274111675125,-17.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"110","BZ",37,"30-39","2",22,5,NA,NA,NA,NA,NA,2,6,6,19,4,5,5,5,1,NA,7,7,6,7,5,5,1,1,1,6,4,5,5,5,19,6,6,-0.281725888324875,-5.26395939086294,1.55329949238579,-0.210659898477157,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"111","BZ",25,"18-29","2",22,7,NA,NA,NA,NA,NA,1,3,4,20,5,5,5,5,0,7,7,7,6,7,6,7,6,7,7,7,5,5,5,5,20,3,4,-0.281725888324875,-17.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"112","BZ",43,"40-49","2",25,3,NA,NA,NA,NA,NA,2,4,5,12,3,3,3,3,0,4,7,7,4,3,4,3,1,2,7,7,3,3,3,3,12,4,5,2.71827411167513,0.736040609137056,-5.44670050761421,-1.21065989847716,-1.31725888324873,-1.36548223350254,-1.55329949238579,0,1,0
"113","BZ",26,"18-29","2",23,7,NA,NA,NA,NA,NA,1,5,5,20,5,5,5,5,1,NA,7,7,7,7,7,7,7,7,7,7,5,5,5,5,20,5,5,0.718274111675125,-16.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"114","BZ",32,"30-39","1",18,5,NA,NA,NA,NA,NA,2,5,5,16,4,4,4,4,1,NA,3,7,6,5,7,5,2,1,5,4,4,4,4,4,16,5,5,-4.28172588832487,-10.2639593908629,-1.44670050761421,-0.210659898477157,-0.317258883248731,-0.365482233502538,-0.553299492385787,0,1,0
"115","BZ",29,"18-29","2",23,3,NA,NA,NA,NA,NA,1,2,5,20,5,5,5,5,0,7,7,7,7,7,7,3,3,7,7,7,5,5,5,5,20,2,5,0.718274111675125,-13.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"116","BZ",58,"50-64","1",18,7,NA,NA,NA,NA,NA,1,1,6,20,5,5,5,5,1,NA,7,7,7,7,7,7,2,2,7,6,5,5,5,5,20,1,6,-4.28172588832487,15.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"117","BZ",36,"30-39","2",20,6,NA,NA,NA,NA,NA,1,3,4,17,3,4,5,5,1,NA,7,7,3,5,7,6,5,5,4,6,3,4,5,5,17,3,4,-2.28172588832487,-6.26395939086294,-0.446700507614214,-1.21065989847716,-0.317258883248731,0.634517766497462,0.446700507614213,1,0,0
"118","BZ",46,"40-49","2",23,7,NA,NA,NA,NA,NA,1,7,7,12,3,3,3,3,1,NA,7,7,3,6,7,7,1,1,7,7,3,3,3,3,12,7,7,0.718274111675125,3.73604060913706,-5.44670050761421,-1.21065989847716,-1.31725888324873,-1.36548223350254,-1.55329949238579,1,0,0
"119","BZ",55,"50-64","1",16,7,NA,NA,NA,NA,NA,2,6,6,20,5,5,5,5,1,NA,7,7,7,6,7,7,7,7,7,6,5,5,5,5,20,6,6,-6.28172588832487,12.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"120","BZ",43,"40-49","2",26,7,NA,NA,NA,NA,NA,3,1,1,20,5,5,5,5,1,NA,7,7,7,7,7,7,7,1,7,7,5,5,5,5,20,1,1,3.71827411167513,0.736040609137056,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,0,1
"121","BZ",46,"40-49","2",29,3,NA,NA,NA,NA,NA,2,3,7,20,5,5,5,5,1,NA,7,7,7,6,7,3,2,1,7,7,5,5,5,5,20,3,7,6.71827411167513,3.73604060913706,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"122","BZ",32,"30-39","2",24,7,NA,NA,NA,NA,NA,3,6,7,16,4,4,4,4,1,NA,5,7,6,1,7,7,2,5,6,7,4,4,4,4,16,6,7,1.71827411167513,-10.2639593908629,-1.44670050761421,-0.210659898477157,-0.317258883248731,-0.365482233502538,-0.553299492385787,0,0,1
"123","BZ",44,"40-49","1",21,4,NA,NA,NA,NA,NA,2,3,5,18,5,4,4,5,1,NA,6,7,3,6,7,4,3,1,7,7,5,4,4,5,18,3,5,-1.28172588832487,1.73604060913706,0.553299492385786,0.789340101522843,-0.317258883248731,-0.365482233502538,0.446700507614213,0,1,0
"124","BZ",47,"40-49","1",26,1,NA,NA,NA,NA,NA,2,6,6,20,5,5,5,5,0,1,1,1,7,1,2,1,1,1,1,2,5,5,5,5,20,6,6,3.71827411167513,4.73604060913706,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"125","BZ",59,"50-64","1",24,1,NA,NA,NA,NA,NA,2,3,3,20,5,5,5,5,1,NA,7,7,2,1,1,1,1,1,7,7,5,5,5,5,20,3,3,1.71827411167513,16.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"126","BZ",58,"50-64","1",26,2,NA,NA,NA,NA,NA,2,2,2,20,5,5,5,5,1,NA,7,7,7,7,7,2,1,4,6,7,5,5,5,5,20,2,2,3.71827411167513,15.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"127","BZ",70,"65+","1",25,6,NA,NA,NA,NA,NA,1,6,6,15,3,5,3,4,1,NA,6,5,6,6,5,6,6,6,6,6,3,5,3,4,15,6,6,2.71827411167513,27.7360406091371,-2.44670050761421,-1.21065989847716,0.682741116751269,-1.36548223350254,-0.553299492385787,1,0,0
"128","BZ",65,"65+","1",25,4,NA,NA,NA,NA,NA,1,5,3,20,5,5,5,5,1,NA,7,7,4,1,7,4,1,1,1,7,5,5,5,5,20,5,3,2.71827411167513,22.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"129","BZ",57,"50-64","2",31,5,NA,NA,NA,NA,NA,1,4,2,15,3,3,4,5,1,NA,4,4,7,4,6,5,6,5,7,5,3,3,4,5,15,4,2,8.71827411167513,14.7360406091371,-2.44670050761421,-1.21065989847716,-1.31725888324873,-0.365482233502538,0.446700507614213,1,0,0
"130","BZ",59,"50-64","1",31,1,NA,NA,NA,NA,NA,1,4,4,20,5,5,5,5,1,NA,7,7,7,3,7,1,7,1,7,7,5,5,5,5,20,4,4,8.71827411167513,16.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"131","BZ",59,"50-64","2",21,7,NA,NA,NA,NA,NA,1,1,1,17,5,4,4,4,0,1,7,7,7,3,7,7,1,1,1,7,5,4,4,4,17,1,1,-1.28172588832487,16.7360406091371,-0.446700507614214,0.789340101522843,-0.317258883248731,-0.365482233502538,-0.553299492385787,1,0,0
"132","BZ",55,"50-64","1",16,7,NA,NA,NA,NA,NA,1,5,5,8,2,2,2,2,1,NA,7,7,7,1,7,7,4,1,7,2,2,2,2,2,8,5,5,-6.28172588832487,12.7360406091371,-9.44670050761421,-2.21065989847716,-2.31725888324873,-2.36548223350254,-2.55329949238579,1,0,0
"133","BZ",30,"30-39","2",24,1,NA,NA,NA,NA,NA,2,4,5,16,4,4,4,4,0,7,7,7,7,7,7,1,2,1,1,7,4,4,4,4,16,4,5,1.71827411167513,-12.2639593908629,-1.44670050761421,-0.210659898477157,-0.317258883248731,-0.365482233502538,-0.553299492385787,0,1,0
"134","BZ",51,"50-64","1",28,3,NA,NA,NA,NA,NA,3,2,3,20,5,5,5,5,0,4,6,7,6,6,7,3,3,1,6,7,5,5,5,5,20,2,3,5.71827411167513,8.73604060913706,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,0,1
"135","BZ",58,"50-64","2",26,2,NA,NA,NA,NA,NA,1,9,9,20,5,5,5,5,1,NA,7,7,7,7,7,2,2,6,7,7,5,5,5,5,20,9,9,3.71827411167513,15.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"136","BZ",27,"18-29","2",23,7,NA,NA,NA,NA,NA,2,8,8,20,5,5,5,5,0,6,5,7,7,7,5,7,6,7,5,7,5,5,5,5,20,8,8,0.718274111675125,-15.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"137","BZ",27,"18-29","1",25,7,NA,NA,NA,NA,NA,1,1,1,20,5,5,5,5,0,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,20,1,1,2.71827411167513,-15.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"138","BZ",58,"50-64","2",23,7,NA,NA,NA,NA,NA,2,5,6,20,5,5,5,5,1,NA,7,7,7,7,7,7,2,1,7,7,5,5,5,5,20,5,6,0.718274111675125,15.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"139","BZ",24,"18-29","2",21,6,NA,NA,NA,NA,NA,2,4,4,20,5,5,5,5,0,7,7,7,3,7,7,6,3,3,7,6,5,5,5,5,20,4,4,-1.28172588832487,-18.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"140","BZ",59,"50-64","2",16,7,NA,NA,NA,NA,NA,1,7,6,20,5,5,5,5,1,NA,7,7,7,7,7,7,7,1,7,7,5,5,5,5,20,7,6,-6.28172588832487,16.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"141","BZ",47,"40-49","2",20,7,NA,NA,NA,NA,NA,2,4,4,17,4,4,5,4,1,NA,7,7,7,7,7,7,7,6,7,7,4,4,5,4,17,4,4,-2.28172588832487,4.73604060913706,-0.446700507614214,-0.210659898477157,-0.317258883248731,0.634517766497462,-0.553299492385787,0,1,0
"142","BZ",64,"50-64","2",26,7,NA,NA,NA,NA,NA,2,2,2,20,5,5,5,5,1,NA,7,7,3,7,7,7,2,1,7,7,5,5,5,5,20,2,2,3.71827411167513,21.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"143","BZ",56,"50-64","1",24,2,NA,NA,NA,NA,NA,1,3,2,13,3,3,3,4,1,NA,2,2,2,6,2,2,7,2,2,2,3,3,3,4,13,3,2,1.71827411167513,13.7360406091371,-4.44670050761421,-1.21065989847716,-1.31725888324873,-1.36548223350254,-0.553299492385787,1,0,0
"144","BZ",57,"50-64","2",23,3,NA,NA,NA,NA,NA,2,7,7,7,1,2,2,2,0,1,7,7,7,7,7,3,5,5,5,7,1,2,2,2,7,7,7,0.718274111675125,14.7360406091371,-10.4467005076142,-3.21065989847716,-2.31725888324873,-2.36548223350254,-2.55329949238579,0,1,0
"145","BZ",60,"50-64","2",21,7,NA,NA,NA,NA,NA,1,8,8,8,2,2,2,2,1,NA,7,7,7,7,7,7,7,7,7,7,2,2,2,2,8,8,8,-1.28172588832487,17.7360406091371,-9.44670050761421,-2.21065989847716,-2.31725888324873,-2.36548223350254,-2.55329949238579,1,0,0
"146","BZ",63,"50-64","1",25,6,NA,NA,NA,NA,NA,3,4,1,14,2,3,4,5,1,NA,7,7,7,7,7,6,3,1,6,7,2,3,4,5,14,4,1,2.71827411167513,20.7360406091371,-3.44670050761421,-2.21065989847716,-1.31725888324873,-0.365482233502538,0.446700507614213,0,0,1
"147","BZ",55,"50-64","1",25,7,NA,NA,NA,NA,NA,1,8,8,20,5,5,5,5,0,7,4,7,7,7,6,7,5,3,7,7,5,5,5,5,20,8,8,2.71827411167513,12.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"148","BZ",55,"50-64","1",27,7,NA,NA,NA,NA,NA,2,6,6,12,3,3,3,3,1,NA,6,7,7,7,7,7,3,7,7,7,3,3,3,3,12,6,6,4.71827411167513,12.7360406091371,-5.44670050761421,-1.21065989847716,-1.31725888324873,-1.36548223350254,-1.55329949238579,0,1,0
"149","BZ",59,"50-64","1",19,7,NA,NA,NA,NA,NA,2,6,6,13,3,3,3,4,1,NA,7,7,3,6,7,7,1,6,3,6,3,3,3,4,13,6,6,-3.28172588832487,16.7360406091371,-4.44670050761421,-1.21065989847716,-1.31725888324873,-1.36548223350254,-0.553299492385787,0,1,0
"150","BZ",60,"50-64","2",13,6,NA,NA,NA,NA,NA,2,6,6,9,2,2,2,3,1,NA,6,7,7,7,7,6,2,2,7,7,2,2,2,3,9,6,6,-9.28172588832487,17.7360406091371,-8.44670050761421,-2.21065989847716,-2.31725888324873,-2.36548223350254,-1.55329949238579,0,1,0
"151","BZ",55,"50-64","1",21,1,NA,NA,NA,NA,NA,1,8,8,20,5,5,5,5,1,NA,7,7,6,7,7,1,4,1,7,7,5,5,5,5,20,8,8,-1.28172588832487,12.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"152","BZ",56,"50-64","2",27,1,NA,NA,NA,NA,NA,2,4,4,17,5,4,4,4,1,NA,7,7,7,7,7,1,1,6,7,6,5,4,4,4,17,4,4,4.71827411167513,13.7360406091371,-0.446700507614214,0.789340101522843,-0.317258883248731,-0.365482233502538,-0.553299492385787,0,1,0
"153","BZ",68,"65+","2",23,6,NA,NA,NA,NA,NA,1,6,7,12,3,3,3,3,1,NA,7,7,7,6,7,6,4,2,7,7,3,3,3,3,12,6,7,0.718274111675125,25.7360406091371,-5.44670050761421,-1.21065989847716,-1.31725888324873,-1.36548223350254,-1.55329949238579,1,0,0
"154","BZ",47,"40-49","2",21,7,NA,NA,NA,NA,NA,1,1,1,20,5,5,5,5,1,NA,7,7,7,7,7,7,7,7,7,7,5,5,5,5,20,1,1,-1.28172588832487,4.73604060913706,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"155","BZ",55,"50-64","2",31,7,NA,NA,NA,NA,NA,2,5,5,20,5,5,5,5,1,NA,7,7,7,7,7,7,7,7,7,7,5,5,5,5,20,5,5,8.71827411167513,12.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"156","BZ",55,"50-64","2",25,7,NA,NA,NA,NA,NA,1,2,3,16,4,4,4,4,1,NA,7,7,7,7,6,7,6,5,7,7,4,4,4,4,16,2,3,2.71827411167513,12.7360406091371,-1.44670050761421,-0.210659898477157,-0.317258883248731,-0.365482233502538,-0.553299492385787,1,0,0
"157","BZ",63,"50-64","2",23,7,NA,NA,NA,NA,NA,1,1,1,20,5,5,5,5,1,NA,7,7,7,7,7,7,7,7,7,7,5,5,5,5,20,1,1,0.718274111675125,20.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"158","BZ",56,"50-64","2",25,7,NA,NA,NA,NA,NA,1,5,6,20,5,5,5,5,1,NA,7,7,7,7,7,7,4,7,7,6,5,5,5,5,20,5,6,2.71827411167513,13.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"159","BZ",55,"50-64","1",25,2,NA,NA,NA,NA,NA,2,3,3,20,5,5,5,5,1,NA,7,7,7,6,4,2,6,1,2,7,5,5,5,5,20,3,3,2.71827411167513,12.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"160","BZ",55,"50-64","2",17,6,NA,NA,NA,NA,NA,2,2,2,20,5,5,5,5,1,NA,7,7,7,6,7,6,1,1,7,7,5,5,5,5,20,2,2,-5.28172588832487,12.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"161","BZ",55,"50-64","1",16,1,NA,NA,NA,NA,NA,1,7,7,13,5,4,2,2,1,NA,1,3,1,1,7,1,1,1,3,1,5,4,2,2,13,7,7,-6.28172588832487,12.7360406091371,-4.44670050761421,0.789340101522843,-0.317258883248731,-2.36548223350254,-2.55329949238579,1,0,0
"162","BZ",59,"50-64","2",31,7,NA,NA,NA,NA,NA,2,4,4,17,5,3,4,5,1,NA,7,7,7,6,7,7,7,7,7,7,5,3,4,5,17,4,4,8.71827411167513,16.7360406091371,-0.446700507614214,0.789340101522843,-1.31725888324873,-0.365482233502538,0.446700507614213,0,1,0
"163","BZ",67,"65+","1",24,1,NA,NA,NA,NA,NA,1,6,5,20,5,5,5,5,1,NA,7,7,7,7,7,1,3,2,7,7,5,5,5,5,20,6,5,1.71827411167513,24.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"164","BZ",57,"50-64","1",18,6,NA,NA,NA,NA,NA,2,7,7,20,5,5,5,5,1,NA,7,7,7,6,6,6,6,1,7,7,5,5,5,5,20,7,7,-4.28172588832487,14.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"165","BZ",58,"50-64","2",23,1,NA,NA,NA,NA,NA,1,6,3,17,5,4,4,4,1,NA,1,7,7,3,7,1,1,1,7,6,5,4,4,4,17,6,3,0.718274111675125,15.7360406091371,-0.446700507614214,0.789340101522843,-0.317258883248731,-0.365482233502538,-0.553299492385787,1,0,0
"166","BZ",64,"50-64","2",22,1,NA,NA,NA,NA,NA,1,2,2,19,5,4,5,5,1,NA,7,7,7,1,7,1,3,6,1,7,5,4,5,5,19,2,2,-0.281725888324875,21.7360406091371,1.55329949238579,0.789340101522843,-0.317258883248731,0.634517766497462,0.446700507614213,1,0,0
"167","BZ",25,"18-29","1",19,7,NA,NA,NA,NA,NA,2,2,4,20,5,5,5,5,1,NA,7,7,7,6,7,7,1,1,7,7,5,5,5,5,20,2,4,-3.28172588832487,-17.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"168","BZ",56,"50-64","2",20,7,NA,NA,NA,NA,NA,2,3,3,17,4,4,4,5,1,NA,7,7,3,7,7,7,4,4,6,6,4,4,4,5,17,3,3,-2.28172588832487,13.7360406091371,-0.446700507614214,-0.210659898477157,-0.317258883248731,-0.365482233502538,0.446700507614213,0,1,0
"169","BZ",31,"30-39","2",24,2,NA,NA,NA,NA,NA,1,4,4,20,5,5,5,5,1,NA,7,7,7,7,7,2,3,6,7,7,5,5,5,5,20,4,4,1.71827411167513,-11.2639593908629,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"170","BZ",60,"50-64","2",21,2,NA,NA,NA,NA,NA,2,4,4,17,4,4,4,5,1,NA,6,7,4,1,7,2,1,1,7,1,4,4,4,5,17,4,4,-1.28172588832487,17.7360406091371,-0.446700507614214,-0.210659898477157,-0.317258883248731,-0.365482233502538,0.446700507614213,0,1,0
"171","BZ",58,"50-64","2",19,2,NA,NA,NA,NA,NA,2,1,2,19,5,4,5,5,1,NA,7,7,5,7,7,2,3,7,1,7,5,4,5,5,19,1,2,-3.28172588832487,15.7360406091371,1.55329949238579,0.789340101522843,-0.317258883248731,0.634517766497462,0.446700507614213,0,1,0
"172","BZ",50,"50-64","2",15,6,NA,NA,NA,NA,NA,2,1,1,20,5,5,5,5,1,NA,7,6,4,1,4,6,1,6,1,3,5,5,5,5,20,1,1,-7.28172588832487,7.73604060913706,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,1,0
"173","BZ",58,"50-64","2",17,1,NA,NA,NA,NA,NA,1,4,5,20,5,5,5,5,1,NA,7,7,1,7,7,1,3,1,7,7,5,5,5,5,20,4,5,-5.28172588832487,15.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"174","BZ",36,"30-39","1",27,4,NA,NA,NA,NA,NA,1,3,2,20,5,5,5,5,1,NA,7,7,4,6,6,4,6,1,1,4,5,5,5,5,20,3,2,4.71827411167513,-6.26395939086294,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,1,0,0
"175","BZ",63,"50-64","1",21,3,NA,NA,NA,NA,NA,3,4,3,20,5,5,5,5,1,NA,6,7,4,4,7,3,1,1,7,7,5,5,5,5,20,4,3,-1.28172588832487,20.7360406091371,2.55329949238579,0.789340101522843,0.682741116751269,0.634517766497462,0.446700507614213,0,0,1
"176","BZ",39,"30-39","2",23,7,NA,NA,NA,NA,NA,1,9,9,12,3,3,3,3,1,NA,7,7,3,1,7,7,7,1,7,7,3,3,3,3,12,9,9,0.718274111675125,-3.26395939086294,-5.44670050761421,-1.21065989847716,-1.31725888324873,-1.36548223350254,-1.55329949238579,1,0,0
