"","fieldsite","Age","ageclass","Gender","CTL","C6_prev_6","C6_prev_11","C6_prev_12","C6_prev_13","C6_prev_14","C6_prev_15","R4_relig_spirit","PO1_gen_1","PO1_gen_2","threat","R1_comm_risk_1","R1_comm_risk_2","R1_comm_risk_3","R1_comm_risk_4","Vaccinated","WaxWilling","HandWash","HandDisinfect","StayHome","Antibact","MaskFreq","AvoidPublic","Stockup","AltRem","CoverCough","SocDist","selfthreat","famthreat","commthreat","countrythreat","Threat","PO_social","PO_econ","CTL_c","AGE_c","threat_c","selfthreat_c","famthreat_c","commthreat_c","countrythreat_c","religious","spiritual","non_relig"
"2470","JP",74,"65+","1",26,1,NA,NA,NA,NA,NA,2,5,5,9,2,2,2,3,1,NA,1,3,4,1,1,1,1,1,1,1,2,2,2,3,9,5,5,2.85089974293059,29.2159383033419,-4.38303341902314,-1.16966580976864,-1.20308483290488,-1.25964010282776,-0.750642673521851,0,1,0
"2471","JP",55,"50-64","1",23,4,NA,NA,NA,NA,NA,3,5,5,12,3,3,3,3,1,NA,1,7,4,1,7,4,1,1,7,7,3,3,3,3,12,5,5,-0.14910025706941,10.2159383033419,-1.38303341902314,-0.169665809768638,-0.203084832904884,-0.259640102827763,-0.750642673521851,0,0,1
"2472","JP",59,"50-64","1",21,3,NA,NA,NA,NA,NA,1,6,6,16,4,4,4,4,1,NA,7,7,1,7,7,3,2,6,7,7,4,4,4,4,16,6,6,-2.14910025706941,14.2159383033419,2.61696658097686,0.830334190231362,0.796915167095116,0.740359897172237,0.249357326478149,1,0,0
"2473","JP",45,"40-49","2",23,7,NA,NA,NA,NA,NA,3,4,4,8,1,2,2,3,0,2,7,7,7,1,3,7,1,1,1,7,1,2,2,3,8,4,4,-0.14910025706941,0.2159383033419,-5.38303341902314,-2.16966580976864,-1.20308483290488,-1.25964010282776,-0.750642673521851,0,0,1
"2474","JP",56,"50-64","1",25,4,NA,NA,NA,NA,NA,3,4,4,20,5,5,5,5,1,NA,7,7,5,1,5,4,1,1,7,7,5,5,5,5,20,4,4,1.85089974293059,11.2159383033419,6.61696658097686,1.83033419023136,1.79691516709512,1.74035989717224,1.24935732647815,0,0,1
"2475","JP",77,"65+","2",24,7,NA,NA,NA,NA,NA,2,3,4,15,4,4,4,3,1,NA,7,7,6,7,7,7,1,6,6,6,4,4,4,3,15,3,4,0.85089974293059,32.2159383033419,1.61696658097686,0.830334190231362,0.796915167095116,0.740359897172237,-0.750642673521851,0,1,0
"2476","JP",65,"65+","1",14,7,NA,NA,NA,NA,NA,3,1,1,10,2,2,2,4,1,NA,7,7,7,1,7,7,1,1,1,7,2,2,2,4,10,1,1,-9.14910025706941,20.2159383033419,-3.38303341902314,-1.16966580976864,-1.20308483290488,-1.25964010282776,0.249357326478149,0,0,1
"2477","JP",59,"50-64","1",22,6,NA,NA,NA,NA,NA,3,6,6,9,2,2,2,3,1,NA,6,6,6,1,1,6,1,1,1,6,2,2,2,3,9,6,6,-1.14910025706941,14.2159383033419,-4.38303341902314,-1.16966580976864,-1.20308483290488,-1.25964010282776,-0.750642673521851,0,0,1
"2478","JP",71,"65+","1",21,3,NA,NA,NA,NA,NA,3,9,9,15,3,3,4,5,1,NA,7,7,7,5,1,3,1,5,5,6,3,3,4,5,15,9,9,-2.14910025706941,26.2159383033419,1.61696658097686,-0.169665809768638,-0.203084832904884,0.740359897172237,1.24935732647815,0,0,1
"2479","JP",58,"50-64","2",21,1,NA,NA,NA,NA,NA,3,8,8,14,3,3,4,4,0,7,7,7,1,7,6,1,1,1,7,1,3,3,4,4,14,8,8,-2.14910025706941,13.2159383033419,0.616966580976865,-0.169665809768638,-0.203084832904884,0.740359897172237,0.249357326478149,0,0,1
"2480","JP",60,"50-64","1",24,7,NA,NA,NA,NA,NA,3,5,5,17,4,4,4,5,0,7,7,7,7,7,6,7,1,1,7,7,4,4,4,5,17,5,5,0.85089974293059,15.2159383033419,3.61696658097686,0.830334190231362,0.796915167095116,0.740359897172237,1.24935732647815,0,0,1
"2481","JP",55,"50-64","1",22,4,NA,NA,NA,NA,NA,3,5,5,13,3,3,3,4,1,NA,6,5,6,3,6,4,4,4,4,5,3,3,3,4,13,5,5,-1.14910025706941,10.2159383033419,-0.383033419023135,-0.169665809768638,-0.203084832904884,-0.259640102827763,0.249357326478149,0,0,1
"2482","JP",59,"50-64","1",24,2,NA,NA,NA,NA,NA,2,2,2,6,1,1,2,2,0,5,5,2,2,1,6,2,1,1,6,6,1,1,2,2,6,2,2,0.85089974293059,14.2159383033419,-7.38303341902314,-2.16966580976864,-2.20308483290488,-1.25964010282776,-1.75064267352185,0,1,0
"2483","JP",61,"50-64","1",28,7,NA,NA,NA,NA,NA,3,4,4,12,2,3,3,4,0,6,7,7,5,7,7,7,1,7,1,7,2,3,3,4,12,4,4,4.85089974293059,16.2159383033419,-1.38303341902314,-1.16966580976864,-0.203084832904884,-0.259640102827763,0.249357326478149,0,0,1
"2484","JP",56,"50-64","2",23,7,NA,NA,NA,NA,NA,3,8,8,17,5,4,3,5,0,6,1,1,7,1,1,7,1,1,1,7,5,4,3,5,17,8,8,-0.14910025706941,11.2159383033419,3.61696658097686,1.83033419023136,0.796915167095116,-0.259640102827763,1.24935732647815,0,0,1
"2485","JP",27,"18-29","2",27,7,NA,NA,NA,NA,NA,3,9,7,17,5,4,4,4,0,4,7,7,7,7,7,7,4,6,7,7,5,4,4,4,17,9,7,3.85089974293059,-17.7840616966581,3.61696658097686,1.83033419023136,0.796915167095116,0.740359897172237,0.249357326478149,0,0,1
"2486","JP",59,"50-64","1",16,6,NA,NA,NA,NA,NA,3,2,4,14,2,3,4,5,1,NA,7,7,7,7,6,6,4,6,7,7,2,3,4,5,14,2,4,-7.14910025706941,14.2159383033419,0.616966580976865,-1.16966580976864,-0.203084832904884,0.740359897172237,1.24935732647815,0,0,1
"2487","JP",60,"50-64","1",23,7,NA,NA,NA,NA,NA,3,9,9,14,3,3,3,5,1,NA,6,7,3,7,7,7,1,1,4,7,3,3,3,5,14,9,9,-0.14910025706941,15.2159383033419,0.616966580976865,-0.169665809768638,-0.203084832904884,-0.259640102827763,1.24935732647815,0,0,1
"2488","JP",64,"50-64","1",22,1,NA,NA,NA,NA,NA,3,4,4,10,2,2,2,4,1,NA,6,6,4,6,7,1,1,1,6,7,2,2,2,4,10,4,4,-1.14910025706941,19.2159383033419,-3.38303341902314,-1.16966580976864,-1.20308483290488,-1.25964010282776,0.249357326478149,0,0,1
"2489","JP",55,"50-64","2",28,2,NA,NA,NA,NA,NA,3,4,4,12,3,3,3,3,0,7,7,7,6,6,7,2,7,6,7,7,3,3,3,3,12,4,4,4.85089974293059,10.2159383033419,-1.38303341902314,-0.169665809768638,-0.203084832904884,-0.259640102827763,-0.750642673521851,0,0,1
"2490","JP",64,"50-64","2",23,1,NA,NA,NA,NA,NA,3,5,5,14,3,3,3,5,1,NA,1,6,7,1,1,1,4,1,1,2,3,3,3,5,14,5,5,-0.14910025706941,19.2159383033419,0.616966580976865,-0.169665809768638,-0.203084832904884,-0.259640102827763,1.24935732647815,0,0,1
"2491","JP",55,"50-64","1",16,4,NA,NA,NA,NA,NA,2,6,6,12,3,3,3,3,1,NA,7,7,3,7,7,4,1,1,1,7,3,3,3,3,12,6,6,-7.14910025706941,10.2159383033419,-1.38303341902314,-0.169665809768638,-0.203084832904884,-0.259640102827763,-0.750642673521851,0,1,0
"2492","JP",65,"65+","2",22,7,NA,NA,NA,NA,NA,3,5,5,9,2,2,2,3,1,NA,1,7,7,7,1,7,1,1,1,7,2,2,2,3,9,5,5,-1.14910025706941,20.2159383033419,-4.38303341902314,-1.16966580976864,-1.20308483290488,-1.25964010282776,-0.750642673521851,0,0,1
"2493","JP",71,"65+","1",23,6,NA,NA,NA,NA,NA,3,5,4,16,4,4,4,4,1,NA,6,6,5,6,6,6,6,1,6,6,4,4,4,4,16,5,4,-0.14910025706941,26.2159383033419,2.61696658097686,0.830334190231362,0.796915167095116,0.740359897172237,0.249357326478149,0,0,1
"2494","JP",57,"50-64","1",24,7,NA,NA,NA,NA,NA,3,4,4,16,4,4,4,4,1,NA,1,7,5,1,7,7,1,1,6,7,4,4,4,4,16,4,4,0.85089974293059,12.2159383033419,2.61696658097686,0.830334190231362,0.796915167095116,0.740359897172237,0.249357326478149,0,0,1
"2495","JP",69,"65+","2",23,6,NA,NA,NA,NA,NA,3,5,5,12,3,3,3,3,1,NA,7,7,6,6,1,6,1,6,1,6,3,3,3,3,12,5,5,-0.14910025706941,24.2159383033419,-1.38303341902314,-0.169665809768638,-0.203084832904884,-0.259640102827763,-0.750642673521851,0,0,1
"2496","JP",56,"50-64","1",24,1,NA,NA,NA,NA,NA,1,9,6,15,3,3,4,5,1,NA,6,7,1,7,1,1,1,1,6,7,3,3,4,5,15,9,6,0.85089974293059,11.2159383033419,1.61696658097686,-0.169665809768638,-0.203084832904884,0.740359897172237,1.24935732647815,1,0,0
"2497","JP",56,"50-64","1",23,7,NA,NA,NA,NA,NA,3,2,2,10,2,2,2,4,1,NA,7,7,7,1,3,7,1,1,7,7,2,2,2,4,10,2,2,-0.14910025706941,11.2159383033419,-3.38303341902314,-1.16966580976864,-1.20308483290488,-1.25964010282776,0.249357326478149,0,0,1
"2498","JP",58,"50-64","1",23,6,NA,NA,NA,NA,NA,3,9,5,15,5,3,3,4,0,6,4,6,6,5,7,6,1,1,1,6,5,3,3,4,15,9,5,-0.14910025706941,13.2159383033419,1.61696658097686,1.83033419023136,-0.203084832904884,-0.259640102827763,0.249357326478149,0,0,1
"2499","JP",73,"65+","1",22,6,NA,NA,NA,NA,NA,3,6,6,16,4,4,4,4,1,NA,6,7,6,5,6,6,1,5,6,6,4,4,4,4,16,6,6,-1.14910025706941,28.2159383033419,2.61696658097686,0.830334190231362,0.796915167095116,0.740359897172237,0.249357326478149,0,0,1
"2500","JP",64,"50-64","1",19,6,NA,NA,NA,NA,NA,2,4,4,15,4,3,4,4,0,6,1,7,7,6,6,6,1,1,7,7,4,3,4,4,15,4,4,-4.14910025706941,19.2159383033419,1.61696658097686,0.830334190231362,-0.203084832904884,0.740359897172237,0.249357326478149,0,1,0
"2501","JP",59,"50-64","1",12,2,NA,NA,NA,NA,NA,2,2,2,12,3,3,3,3,1,NA,2,2,1,2,7,2,1,3,1,2,3,3,3,3,12,2,2,-11.1491002570694,14.2159383033419,-1.38303341902314,-0.169665809768638,-0.203084832904884,-0.259640102827763,-0.750642673521851,0,1,0
"2502","JP",48,"40-49","2",22,4,NA,NA,NA,NA,NA,3,5,6,11,4,2,3,2,0,3,4,4,3,6,3,4,4,4,5,4,4,2,3,2,11,5,6,-1.14910025706941,3.2159383033419,-2.38303341902314,0.830334190231362,-1.20308483290488,-0.259640102827763,-1.75064267352185,0,0,1
"2503","JP",60,"50-64","1",23,7,NA,NA,NA,NA,NA,3,4,4,10,2,2,2,4,1,NA,1,7,7,1,7,7,1,1,1,7,2,2,2,4,10,4,4,-0.14910025706941,15.2159383033419,-3.38303341902314,-1.16966580976864,-1.20308483290488,-1.25964010282776,0.249357326478149,0,0,1
"2504","JP",56,"50-64","1",23,3,NA,NA,NA,NA,NA,3,5,5,16,4,4,4,4,0,7,7,7,3,7,6,3,1,1,7,6,4,4,4,4,16,5,5,-0.14910025706941,11.2159383033419,2.61696658097686,0.830334190231362,0.796915167095116,0.740359897172237,0.249357326478149,0,0,1
"2505","JP",65,"65+","1",29,1,NA,NA,NA,NA,NA,3,6,6,11,2,4,2,3,1,NA,1,7,3,1,7,1,1,1,1,6,2,4,2,3,11,6,6,5.85089974293059,20.2159383033419,-2.38303341902314,-1.16966580976864,0.796915167095116,-1.25964010282776,-0.750642673521851,0,0,1
"2506","JP",64,"50-64","1",23,7,NA,NA,NA,NA,NA,1,4,4,16,4,4,4,4,0,3,7,7,6,5,7,7,1,1,1,7,4,4,4,4,16,4,4,-0.14910025706941,19.2159383033419,2.61696658097686,0.830334190231362,0.796915167095116,0.740359897172237,0.249357326478149,1,0,0
"2507","JP",56,"50-64","1",22,2,NA,NA,NA,NA,NA,3,4,4,12,3,3,3,3,0,7,7,7,7,7,1,2,1,1,1,2,3,3,3,3,12,4,4,-1.14910025706941,11.2159383033419,-1.38303341902314,-0.169665809768638,-0.203084832904884,-0.259640102827763,-0.750642673521851,0,0,1
"2508","JP",70,"65+","1",22,7,NA,NA,NA,NA,NA,3,5,5,14,3,3,4,4,1,NA,1,7,7,1,1,7,1,1,7,7,3,3,4,4,14,5,5,-1.14910025706941,25.2159383033419,0.616966580976865,-0.169665809768638,-0.203084832904884,0.740359897172237,0.249357326478149,0,0,1
"2509","JP",56,"50-64","1",21,7,NA,NA,NA,NA,NA,3,8,8,20,5,5,5,5,1,NA,7,7,6,7,7,7,1,7,7,7,5,5,5,5,20,8,8,-2.14910025706941,11.2159383033419,6.61696658097686,1.83033419023136,1.79691516709512,1.74035989717224,1.24935732647815,0,0,1
"2510","JP",80,"65+","1",23,7,NA,NA,NA,NA,NA,3,6,6,10,3,3,2,2,1,NA,4,6,7,6,6,7,1,4,3,6,3,3,2,2,10,6,6,-0.14910025706941,35.2159383033419,-3.38303341902314,-0.169665809768638,-0.203084832904884,-1.25964010282776,-1.75064267352185,0,0,1
"2511","JP",57,"50-64","1",23,7,NA,NA,NA,NA,NA,3,4,4,12,3,3,3,3,0,7,7,7,5,5,1,7,1,1,7,7,3,3,3,3,12,4,4,-0.14910025706941,12.2159383033419,-1.38303341902314,-0.169665809768638,-0.203084832904884,-0.259640102827763,-0.750642673521851,0,0,1
"2512","JP",61,"50-64","1",24,6,NA,NA,NA,NA,NA,1,4,4,5,1,2,1,1,1,NA,2,7,1,6,6,6,1,1,7,7,1,2,1,1,5,4,4,0.85089974293059,16.2159383033419,-8.38303341902314,-2.16966580976864,-1.20308483290488,-2.25964010282776,-2.75064267352185,1,0,0
"2513","JP",64,"50-64","1",27,2,NA,NA,NA,NA,NA,3,4,4,16,4,4,4,4,1,NA,1,6,5,6,6,2,1,1,1,2,4,4,4,4,16,4,4,3.85089974293059,19.2159383033419,2.61696658097686,0.830334190231362,0.796915167095116,0.740359897172237,0.249357326478149,0,0,1
"2514","JP",56,"50-64","1",26,7,NA,NA,NA,NA,NA,3,5,4,11,2,2,3,4,1,NA,7,7,7,1,6,7,1,1,1,7,2,2,3,4,11,5,4,2.85089974293059,11.2159383033419,-2.38303341902314,-1.16966580976864,-1.20308483290488,-0.259640102827763,0.249357326478149,0,0,1
"2515","JP",56,"50-64","2",22,5,NA,NA,NA,NA,NA,2,4,4,9,2,2,2,3,1,NA,5,5,5,5,5,5,1,1,5,5,2,2,2,3,9,4,4,-1.14910025706941,11.2159383033419,-4.38303341902314,-1.16966580976864,-1.20308483290488,-1.25964010282776,-0.750642673521851,0,1,0
"2516","JP",64,"50-64","2",24,6,NA,NA,NA,NA,NA,2,5,5,20,5,5,5,5,1,NA,6,6,6,6,6,6,6,7,7,6,5,5,5,5,20,5,5,0.85089974293059,19.2159383033419,6.61696658097686,1.83033419023136,1.79691516709512,1.74035989717224,1.24935732647815,0,1,0
"2517","JP",88,"65+","1",22,2,NA,NA,NA,NA,NA,2,2,2,20,5,5,5,5,0,6,7,7,7,7,7,2,1,1,1,7,5,5,5,5,20,2,2,-1.14910025706941,43.2159383033419,6.61696658097686,1.83033419023136,1.79691516709512,1.74035989717224,1.24935732647815,0,1,0
"2518","JP",64,"50-64","1",22,7,NA,NA,NA,NA,NA,3,4,4,10,3,3,2,2,1,NA,6,7,3,1,1,7,1,1,7,1,3,3,2,2,10,4,4,-1.14910025706941,19.2159383033419,-3.38303341902314,-0.169665809768638,-0.203084832904884,-1.25964010282776,-1.75064267352185,0,0,1
"2519","JP",63,"50-64","1",21,7,NA,NA,NA,NA,NA,2,4,4,7,2,2,1,2,1,NA,6,7,1,6,1,7,1,1,1,7,2,2,1,2,7,4,4,-2.14910025706941,18.2159383033419,-6.38303341902314,-1.16966580976864,-1.20308483290488,-2.25964010282776,-1.75064267352185,0,1,0
"2520","JP",67,"65+","1",26,5,NA,NA,NA,NA,NA,1,2,2,16,4,4,4,4,1,NA,6,6,7,1,6,5,1,1,1,7,4,4,4,4,16,2,2,2.85089974293059,22.2159383033419,2.61696658097686,0.830334190231362,0.796915167095116,0.740359897172237,0.249357326478149,1,0,0
"2521","JP",55,"50-64","1",23,6,NA,NA,NA,NA,NA,3,5,5,15,3,4,4,4,0,7,7,7,5,6,7,6,3,1,7,6,3,4,4,4,15,5,5,-0.14910025706941,10.2159383033419,1.61696658097686,-0.169665809768638,0.796915167095116,0.740359897172237,0.249357326478149,0,0,1
"2522","JP",60,"50-64","1",26,4,NA,NA,NA,NA,NA,3,6,6,13,2,2,5,4,0,5,6,4,7,1,7,4,1,1,4,6,2,2,5,4,13,6,6,2.85089974293059,15.2159383033419,-0.383033419023135,-1.16966580976864,-1.20308483290488,1.74035989717224,0.249357326478149,0,0,1
"2523","JP",59,"50-64","1",24,5,NA,NA,NA,NA,NA,3,5,5,16,4,3,5,4,1,NA,6,6,1,6,6,5,1,1,6,6,4,3,5,4,16,5,5,0.85089974293059,14.2159383033419,2.61696658097686,0.830334190231362,-0.203084832904884,1.74035989717224,0.249357326478149,0,0,1
"2524","JP",50,"50-64","1",23,1,NA,NA,NA,NA,NA,3,4,4,12,2,3,3,4,1,NA,7,7,6,7,1,1,1,1,7,7,2,3,3,4,12,4,4,-0.14910025706941,5.2159383033419,-1.38303341902314,-1.16966580976864,-0.203084832904884,-0.259640102827763,0.249357326478149,0,0,1
"2525","JP",61,"50-64","1",23,2,NA,NA,NA,NA,NA,2,6,6,12,3,3,3,3,0,7,7,7,7,1,7,2,7,6,7,7,3,3,3,3,12,6,6,-0.14910025706941,16.2159383033419,-1.38303341902314,-0.169665809768638,-0.203084832904884,-0.259640102827763,-0.750642673521851,0,1,0
"2526","JP",70,"65+","1",25,7,NA,NA,NA,NA,NA,3,5,5,10,2,2,3,3,1,NA,7,3,7,3,4,7,1,1,7,7,2,2,3,3,10,5,5,1.85089974293059,25.2159383033419,-3.38303341902314,-1.16966580976864,-1.20308483290488,-0.259640102827763,-0.750642673521851,0,0,1
"2527","JP",62,"50-64","1",27,6,NA,NA,NA,NA,NA,3,3,3,20,5,5,5,5,0,7,7,6,1,1,7,6,1,6,6,7,5,5,5,5,20,3,3,3.85089974293059,17.2159383033419,6.61696658097686,1.83033419023136,1.79691516709512,1.74035989717224,1.24935732647815,0,0,1
"2528","JP",79,"65+","1",24,2,NA,NA,NA,NA,NA,2,5,6,18,5,5,4,4,1,NA,7,7,7,7,6,2,1,1,7,1,5,5,4,4,18,5,6,0.85089974293059,34.2159383033419,4.61696658097686,1.83033419023136,1.79691516709512,0.740359897172237,0.249357326478149,0,1,0
"2529","JP",63,"50-64","1",22,2,NA,NA,NA,NA,NA,2,3,5,14,3,3,4,4,1,NA,1,7,4,1,6,2,1,1,1,4,3,3,4,4,14,3,5,-1.14910025706941,18.2159383033419,0.616966580976865,-0.169665809768638,-0.203084832904884,0.740359897172237,0.249357326478149,0,1,0
"2530","JP",63,"50-64","2",19,1,NA,NA,NA,NA,NA,2,6,9,12,2,2,4,4,1,NA,7,6,1,1,7,1,1,1,1,7,2,2,4,4,12,6,9,-4.14910025706941,18.2159383033419,-1.38303341902314,-1.16966580976864,-1.20308483290488,0.740359897172237,0.249357326478149,0,1,0
"2531","JP",67,"65+","1",22,3,NA,NA,NA,NA,NA,3,4,5,18,4,4,5,5,1,NA,6,6,7,7,3,3,3,7,7,6,4,4,5,5,18,4,5,-1.14910025706941,22.2159383033419,4.61696658097686,0.830334190231362,0.796915167095116,1.74035989717224,1.24935732647815,0,0,1
"2532","JP",70,"65+","1",23,1,NA,NA,NA,NA,NA,3,3,4,16,4,4,4,4,1,NA,1,7,4,1,7,1,1,1,1,7,4,4,4,4,16,3,4,-0.14910025706941,25.2159383033419,2.61696658097686,0.830334190231362,0.796915167095116,0.740359897172237,0.249357326478149,0,0,1
"2533","JP",55,"50-64","1",20,6,NA,NA,NA,NA,NA,2,5,5,16,4,4,3,5,0,3,7,7,6,7,6,6,1,1,7,7,4,4,3,5,16,5,5,-3.14910025706941,10.2159383033419,2.61696658097686,0.830334190231362,0.796915167095116,-0.259640102827763,1.24935732647815,0,1,0
"2534","JP",64,"50-64","1",23,6,NA,NA,NA,NA,NA,3,3,3,13,3,3,3,4,1,NA,6,6,7,6,3,6,2,1,1,6,3,3,3,4,13,3,3,-0.14910025706941,19.2159383033419,-0.383033419023135,-0.169665809768638,-0.203084832904884,-0.259640102827763,0.249357326478149,0,0,1
"2535","JP",56,"50-64","1",22,1,NA,NA,NA,NA,NA,3,4,4,12,3,3,3,3,1,NA,7,7,6,7,6,1,1,1,1,1,3,3,3,3,12,4,4,-1.14910025706941,11.2159383033419,-1.38303341902314,-0.169665809768638,-0.203084832904884,-0.259640102827763,-0.750642673521851,0,0,1
"2536","JP",76,"65+","1",26,6,NA,NA,NA,NA,NA,2,6,6,18,4,5,5,4,0,3,7,7,4,7,6,6,3,1,1,6,4,5,5,4,18,6,6,2.85089974293059,31.2159383033419,4.61696658097686,0.830334190231362,1.79691516709512,1.74035989717224,0.249357326478149,0,1,0
"2537","JP",57,"50-64","2",27,1,NA,NA,NA,NA,NA,3,9,9,17,5,5,4,3,0,6,7,4,7,1,4,1,1,1,6,6,5,5,4,3,17,9,9,3.85089974293059,12.2159383033419,3.61696658097686,1.83033419023136,1.79691516709512,0.740359897172237,-0.750642673521851,0,0,1
"2538","JP",72,"65+","2",26,2,NA,NA,NA,NA,NA,3,3,3,9,2,2,2,3,1,NA,7,7,3,2,6,2,2,1,6,6,2,2,2,3,9,3,3,2.85089974293059,27.2159383033419,-4.38303341902314,-1.16966580976864,-1.20308483290488,-1.25964010282776,-0.750642673521851,0,0,1
"2539","JP",67,"65+","1",20,4,NA,NA,NA,NA,NA,3,5,3,16,4,4,4,4,1,NA,7,7,3,6,7,4,1,1,1,7,4,4,4,4,16,5,3,-3.14910025706941,22.2159383033419,2.61696658097686,0.830334190231362,0.796915167095116,0.740359897172237,0.249357326478149,0,0,1
"2540","JP",73,"65+","1",27,6,NA,NA,NA,NA,NA,3,3,3,16,4,4,4,4,1,NA,7,6,7,6,3,6,1,1,1,6,4,4,4,4,16,3,3,3.85089974293059,28.2159383033419,2.61696658097686,0.830334190231362,0.796915167095116,0.740359897172237,0.249357326478149,0,0,1
"2541","JP",59,"50-64","1",24,7,NA,NA,NA,NA,NA,2,5,5,13,3,3,3,4,1,NA,7,7,1,7,7,7,1,1,7,7,3,3,3,4,13,5,5,0.85089974293059,14.2159383033419,-0.383033419023135,-0.169665809768638,-0.203084832904884,-0.259640102827763,0.249357326478149,0,1,0
"2542","JP",60,"50-64","1",25,2,NA,NA,NA,NA,NA,3,7,9,12,3,3,3,3,1,NA,1,4,6,1,1,2,1,1,1,3,3,3,3,3,12,7,9,1.85089974293059,15.2159383033419,-1.38303341902314,-0.169665809768638,-0.203084832904884,-0.259640102827763,-0.750642673521851,0,0,1
"2543","JP",60,"50-64","1",26,6,NA,NA,NA,NA,NA,2,6,6,18,5,4,4,5,1,NA,7,7,7,1,7,6,1,1,7,7,5,4,4,5,18,6,6,2.85089974293059,15.2159383033419,4.61696658097686,1.83033419023136,0.796915167095116,0.740359897172237,1.24935732647815,0,1,0
"2544","JP",74,"65+","1",24,7,NA,NA,NA,NA,NA,2,9,9,16,4,4,4,4,1,NA,7,5,7,5,5,7,1,1,1,7,4,4,4,4,16,9,9,0.85089974293059,29.2159383033419,2.61696658097686,0.830334190231362,0.796915167095116,0.740359897172237,0.249357326478149,0,1,0
"2545","JP",76,"65+","1",27,4,NA,NA,NA,NA,NA,3,4,4,17,4,4,4,5,1,NA,6,6,4,5,7,4,1,1,1,5,4,4,4,5,17,4,4,3.85089974293059,31.2159383033419,3.61696658097686,0.830334190231362,0.796915167095116,0.740359897172237,1.24935732647815,0,0,1
"2546","JP",67,"65+","1",19,7,NA,NA,NA,NA,NA,3,4,4,13,3,4,3,3,1,NA,7,7,7,2,7,7,1,1,7,7,3,4,3,3,13,4,4,-4.14910025706941,22.2159383033419,-0.383033419023135,-0.169665809768638,0.796915167095116,-0.259640102827763,-0.750642673521851,0,0,1
"2547","JP",80,"65+","1",22,6,NA,NA,NA,NA,NA,3,2,2,17,4,4,4,5,1,NA,7,7,7,7,3,6,1,7,7,1,4,4,4,5,17,2,2,-1.14910025706941,35.2159383033419,3.61696658097686,0.830334190231362,0.796915167095116,0.740359897172237,1.24935732647815,0,0,1
"2548","JP",68,"65+","1",23,7,NA,NA,NA,NA,NA,3,9,9,14,3,4,4,3,1,NA,7,7,4,7,7,7,2,1,7,7,3,4,4,3,14,9,9,-0.14910025706941,23.2159383033419,0.616966580976865,-0.169665809768638,0.796915167095116,0.740359897172237,-0.750642673521851,0,0,1
"2549","JP",57,"50-64","1",21,1,NA,NA,NA,NA,NA,3,4,4,4,1,1,1,1,0,1,1,7,7,1,6,1,1,1,1,1,1,1,1,1,4,4,4,-2.14910025706941,12.2159383033419,-9.38303341902314,-2.16966580976864,-2.20308483290488,-2.25964010282776,-2.75064267352185,0,0,1
"2550","JP",61,"50-64","1",26,7,NA,NA,NA,NA,NA,3,4,3,12,3,3,3,3,1,NA,1,7,7,1,7,7,1,7,7,7,3,3,3,3,12,4,3,2.85089974293059,16.2159383033419,-1.38303341902314,-0.169665809768638,-0.203084832904884,-0.259640102827763,-0.750642673521851,0,0,1
"2551","JP",67,"65+","1",25,5,NA,NA,NA,NA,NA,2,5,5,14,3,4,4,3,1,NA,7,7,6,5,6,5,1,2,1,6,3,4,4,3,14,5,5,1.85089974293059,22.2159383033419,0.616966580976865,-0.169665809768638,0.796915167095116,0.740359897172237,-0.750642673521851,0,1,0
"2552","JP",70,"65+","1",24,5,NA,NA,NA,NA,NA,1,2,2,18,4,4,5,5,1,NA,7,7,4,4,7,5,1,1,7,5,4,4,5,5,18,2,2,0.85089974293059,25.2159383033419,4.61696658097686,0.830334190231362,0.796915167095116,1.74035989717224,1.24935732647815,1,0,0
"2553","JP",32,"30-39","2",23,2,NA,NA,NA,NA,NA,3,9,8,13,3,3,3,4,0,4,4,6,6,1,6,2,2,1,7,3,3,3,3,4,13,9,8,-0.14910025706941,-12.7840616966581,-0.383033419023135,-0.169665809768638,-0.203084832904884,-0.259640102827763,0.249357326478149,0,0,1
"2554","JP",34,"30-39","2",23,3,NA,NA,NA,NA,NA,3,4,4,11,2,2,3,4,0,4,7,7,1,7,7,3,5,4,3,6,2,2,3,4,11,4,4,-0.14910025706941,-10.7840616966581,-2.38303341902314,-1.16966580976864,-1.20308483290488,-0.259640102827763,0.249357326478149,0,0,1
"2555","JP",46,"40-49","2",31,7,NA,NA,NA,NA,NA,2,5,4,14,4,3,3,4,1,NA,7,7,6,1,1,7,3,1,6,6,4,3,3,4,14,5,4,7.85089974293059,1.2159383033419,0.616966580976865,0.830334190231362,-0.203084832904884,-0.259640102827763,0.249357326478149,0,1,0
"2556","JP",45,"40-49","1",23,3,NA,NA,NA,NA,NA,3,6,6,14,3,3,4,4,0,6,7,7,6,6,6,3,3,6,3,6,3,3,4,4,14,6,6,-0.14910025706941,0.2159383033419,0.616966580976865,-0.169665809768638,-0.203084832904884,0.740359897172237,0.249357326478149,0,0,1
"2557","JP",32,"30-39","2",23,5,NA,NA,NA,NA,NA,2,4,5,12,3,3,3,3,0,7,7,7,3,7,7,5,4,5,7,4,3,3,3,3,12,4,5,-0.14910025706941,-12.7840616966581,-1.38303341902314,-0.169665809768638,-0.203084832904884,-0.259640102827763,-0.750642673521851,0,1,0
